0.0562500,0.0531250,0.0562500,0.0531250,0.0531250,0.0562500,0.0531250,0.0500000,0.0468750,0.0437500,0.0468750,0.0437500,0.0468750,0.0468750,0.0437500,0.0468750,0.0437500,0.0468750,0.0468750,0.0437500,0.0468750,0.0468750,0.0437500,0.0468750,0.0468750,0.0437500,0.0468750,0.0437500,0.0468750,0.0468750,0.0437500,0.0468750,0.0437500,0.0468750,0.0468750,0.0437500,0.0437500,0.0406250,0.0406250,0.0406250,0.0406250,0.0406250,0.0406250,0.0406250,0.0375000,0.0406250,0.0406250,0.0406250
0.0406250,0.0406250,0.0406250,0.0406250,0.0375000,0.0406250,0.0406250,0.0406250,0.0406250,0.0406250,0.0406250,0.0375000,0.0406250,0.0406250,0.0406250,0.0406250,0.0406250,0.0406250,0.0406250,0.0406250,0.0406250,0.0375000,0.0406250,0.0406250,0.0406250,0.0375000,0.0406250,0.0437500,0.0562500,0.0562500,0.0593750,0.0562500,0.0562500,0.1312500,0.0718750,0.0562500,0.0531250,0.0531250,0.0531250,0.0531250,0.0562500,0.0531250,0.0531250,0.0562500,0.0531250,0.0531250,0.0562500,0.0531250
0.0531250,0.0562500,0.0531250,0.0562500,0.0531250,0.0531250,0.0562500,0.0531250,0.0531250,0.0562500,0.0531250,0.0531250,0.0562500,0.0531250,0.0562500,0.0562500,0.0531250,0.0562500,0.0687500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0843750,0.0812500,0.0781250,0.0812500,0.0812500,0.0812500,0.0781250,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0781250,0.0812500,0.0812500,0.0812500
0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0781250,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.0812500,0.1062500,0.1812500,0.2562500,0.1500000,0.1468750,0.1500000,0.1468750,0.1468750,0.1500000,0.1468750,0.1468750,0.1468750,0.1468750,0.1375000,0.0937500,0.1812500,0.1625000,0.1625000,0.1625000,0.1625000,0.1625000,0.1625000,0.1593750,0.1625000,0.1656250,0.1625000,0.0875000,0.0531250,0.0531250,0.0531250,0.0531250
0.0500000,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0500000,0.0531250,0.0531250,0.0531250,0.0562500,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0562500,0.0531250,0.0500000,0.0562500,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0562500,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0562500
0.0531250,0.0500000,0.0531250,0.0531250,0.0531250,0.0500000,0.0562500,0.0500000,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0562500,0.0531250,0.0531250,0.0562500,0.0531250,0.0531250,0.0562500,0.0531250,0.0531250,0.0531250,0.0562500,0.0531250,0.0531250,0.0531250,0.0531250,0.0562500,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0531250,0.0562500,0.0531250,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750
0.0500000,0.0468750,0.0500000,0.0468750,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0468750,0.0500000,0.0468750,0.0500000,0.0468750,0.0500000,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750
0.0500000,0.0468750,0.0500000,0.0468750,0.0500000,0.0468750,0.0468750,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0468750,0.0531250,0.0500000,0.0468750,0.0500000,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750
0.0500000,0.0500000,0.0468750,0.0468750,0.0500000,0.0468750,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.1125000,0.0781250,0.1187500,0.0468750,0.0500000,0.0468750,0.0468750,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0500000,0.0468750,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000
0.0468750,0.0500000,0.0468750,0.0500000,0.0500000,0.0468750,0.0500000,0.0500000,0.0437500,0.0437500,0.0437500,0.0375000,0.0406250,0.0375000,0.0406250,0.0375000,0.0406250,0.0375000,0.0750000,0.1406250,0.1093750,0.0375000,0.1187500,0.0375000,0.0406250,0.0375000,0.0406250,0.1031250,0.0468750,0.0406250,0.0437500,0.0406250,0.0437500,0.0593750,0.1750000,0.0468750,0.0437500,0.0468750,0.0468750,0.0437500,0.0468750,0.0437500,0.0468750,0.0437500,0.0468750,0.0437500,0.0468750,0.0437500
